Earliest Specimen Date,Nation,Pillar,Daily number of positive cases (new methodology),Cumulative number of positive cases (new methodology)
19/06/2020,England,Pillar 2,585,78119
19/06/2020,Northern Ireland,Pillar 2,9,834
19/06/2020,Scotland,Pillar 2,8,2384
19/06/2020,Wales,Pillar 2,20,676
19/06/2020,UK,Pillar 2,622,82013
20/06/2020,England,Pillar 1,155,159485
20/06/2020,Northern Ireland,Pillar 1,0,4833
20/06/2020,Scotland,Pillar 1,3,15781
20/06/2020,Wales,Pillar 1,27,15264
20/06/2020,UK,Pillar 1,185,195363
20/06/2020,England,Pillar 2,474,78593
20/06/2020,Northern Ireland,Pillar 2,5,839
20/06/2020,Scotland,Pillar 2,3,2387
20/06/2020,Wales,Pillar 2,20,696
20/06/2020,UK,Pillar 2,502,82515
21/06/2020,England,Pillar 1,122,159607
21/06/2020,Northern Ireland,Pillar 1,3,4836
21/06/2020,Scotland,Pillar 1,7,15788
21/06/2020,Wales,Pillar 1,53,15317
21/06/2020,UK,Pillar 1,185,195548
21/06/2020,England,Pillar 2,429,79022
21/06/2020,Northern Ireland,Pillar 2,0,839
21/06/2020,Scotland,Pillar 2,2,2389
21/06/2020,Wales,Pillar 2,23,719
21/06/2020,UK,Pillar 2,454,82969
22/06/2020,England,Pillar 1,204,159811
22/06/2020,Northern Ireland,Pillar 1,1,4837
22/06/2020,Scotland,Pillar 1,10,15798
22/06/2020,Wales,Pillar 1,48,15365
22/06/2020,UK,Pillar 1,263,195811
22/06/2020,England,Pillar 2,611,79633
22/06/2020,Northern Ireland,Pillar 2,3,842
22/06/2020,Scotland,Pillar 2,2,2391
22/06/2020,Wales,Pillar 2,18,737
22/06/2020,UK,Pillar 2,634,83603
23/06/2020,England,Pillar 1,221,160032
23/06/2020,Northern Ireland,Pillar 1,5,4842
23/06/2020,Scotland,Pillar 1,8,15806
23/06/2020,Wales,Pillar 1,120,15485
23/06/2020,UK,Pillar 1,354,196165
23/06/2020,England,Pillar 2,508,80141
23/06/2020,Northern Ireland,Pillar 2,3,845
23/06/2020,Scotland,Pillar 2,11,2402
23/06/2020,Wales,Pillar 2,11,748
23/06/2020,UK,Pillar 2,533,84136
24/06/2020,England,Pillar 1,181,160213
24/06/2020,Northern Ireland,Pillar 1,3,4845
24/06/2020,Scotland,Pillar 1,3,15809
24/06/2020,Wales,Pillar 1,32,15517
24/06/2020,UK,Pillar 1,219,196384
24/06/2020,England,Pillar 2,549,80690
24/06/2020,Northern Ireland,Pillar 2,1,846
24/06/2020,Scotland,Pillar 2,5,2407
24/06/2020,Wales,Pillar 2,5,753
24/06/2020,UK,Pillar 2,560,84696
25/06/2020,England,Pillar 1,173,160386
25/06/2020,Northern Ireland,Pillar 1,4,4849
25/06/2020,Scotland,Pillar 1,8,15817
25/06/2020,Wales,Pillar 1,48,15565
25/06/2020,UK,Pillar 1,233,196617
25/06/2020,England,Pillar 2,463,81153
25/06/2020,Northern Ireland,Pillar 2,1,847
25/06/2020,Scotland,Pillar 2,11,2418
25/06/2020,Wales,Pillar 2,12,765
25/06/2020,UK,Pillar 2,487,85183
26/06/2020,England,Pillar 1,177,160563
26/06/2020,Northern Ireland,Pillar 1,3,4852
26/06/2020,Scotland,Pillar 1,2,15819
26/06/2020,Wales,Pillar 1,9,15574
26/06/2020,UK,Pillar 1,191,196808
26/06/2020,England,Pillar 2,468,81621
26/06/2020,Northern Ireland,Pillar 2,0,847
26/06/2020,Scotland,Pillar 2,4,2422
26/06/2020,Wales,Pillar 2,10,775
26/06/2020,UK,Pillar 2,482,85665
27/06/2020,England,Pillar 1,119,160682
27/06/2020,Northern Ireland,Pillar 1,1,4853
27/06/2020,Scotland,Pillar 1,2,15821
27/06/2020,Wales,Pillar 1,133,15707
27/06/2020,UK,Pillar 1,255,197063
27/06/2020,England,Pillar 2,383,82004
27/06/2020,Northern Ireland,Pillar 2,3,850
27/06/2020,Scotland,Pillar 2,2,2424
27/06/2020,Wales,Pillar 2,7,782
27/06/2020,UK,Pillar 2,395,86060
28/06/2020,England,Pillar 1,90,160772
28/06/2020,Northern Ireland,Pillar 1,2,4855
28/06/2020,Scotland,Pillar 1,1,15822
28/06/2020,Wales,Pillar 1,17,15724
28/06/2020,UK,Pillar 1,110,197173
28/06/2020,England,Pillar 2,320,82324
28/06/2020,Northern Ireland,Pillar 2,3,853
28/06/2020,Scotland,Pillar 2,2,2426
28/06/2020,Wales,Pillar 2,11,793
28/06/2020,UK,Pillar 2,336,86396
29/06/2020,England,Pillar 1,161,160933
29/06/2020,Northern Ireland,Pillar 1,2,4857
29/06/2020,Scotland,Pillar 1,8,15830
29/06/2020,Wales,Pillar 1,26,15750
29/06/2020,UK,Pillar 1,197,197370
29/06/2020,England,Pillar 2,506,82830
29/06/2020,Northern Ireland,Pillar 2,3,856
29/06/2020,Scotland,Pillar 2,6,2432
29/06/2020,Wales,Pillar 2,17,810
29/06/2020,UK,Pillar 2,532,86928
30/06/2020,England,Pillar 1,136,161069
30/06/2020,Northern Ireland,Pillar 1,2,4859
30/06/2020,Scotland,Pillar 1,3,15833
30/06/2020,Wales,Pillar 1,13,15763
30/06/2020,UK,Pillar 1,154,197524
30/06/2020,England,Pillar 2,436,83266
30/06/2020,Northern Ireland,Pillar 2,1,857
30/06/2020,Scotland,Pillar 2,5,2437
30/06/2020,Wales,Pillar 2,22,832
30/06/2020,UK,Pillar 2,464,87392
01/07/2020,England,Pillar 1,171,161240
01/07/2020,Northern Ireland,Pillar 1,2,4861
01/07/2020,Scotland,Pillar 1,4,15837
01/07/2020,Wales,Pillar 1,9,15772
01/07/2020,UK,Pillar 1,186,197710
01/07/2020,England,Pillar 2,434,83700
01/07/2020,Northern Ireland,Pillar 2,2,859
01/07/2020,Scotland,Pillar 2,7,2444
01/07/2020,Wales,Pillar 2,18,850
01/07/2020,UK,Pillar 2,461,87853
02/07/2020,England,Pillar 1,163,161403
02/07/2020,Northern Ireland,Pillar 1,0,4861
02/07/2020,Scotland,Pillar 1,2,15839
02/07/2020,Wales,Pillar 1,12,15784
02/07/2020,UK,Pillar 1,177,197887
02/07/2020,England,Pillar 2,397,84097
02/07/2020,Northern Ireland,Pillar 2,3,862
02/07/2020,Scotland,Pillar 2,11,2455
02/07/2020,Wales,Pillar 2,16,866
02/07/2020,UK,Pillar 2,427,88280
03/07/2020,England,Pillar 1,161,161564
03/07/2020,Northern Ireland,Pillar 1,4,4865
03/07/2020,Scotland,Pillar 1,2,15841
03/07/2020,Wales,Pillar 1,11,15795
03/07/2020,UK,Pillar 1,178,198065
03/07/2020,England,Pillar 2,381,84478
03/07/2020,Northern Ireland,Pillar 2,4,866
03/07/2020,Scotland,Pillar 2,4,2459
03/07/2020,Wales,Pillar 2,8,874
03/07/2020,UK,Pillar 2,397,88677
04/07/2020,England,Pillar 1,88,161652
04/07/2020,Northern Ireland,Pillar 1,0,4865
04/07/2020,Scotland,Pillar 1,3,15844
04/07/2020,Wales,Pillar 1,5,15800
04/07/2020,UK,Pillar 1,96,198161
04/07/2020,England,Pillar 2,299,84777
04/07/2020,Northern Ireland,Pillar 2,1,867
04/07/2020,Scotland,Pillar 2,2,2461
04/07/2020,Wales,Pillar 2,4,878
04/07/2020,UK,Pillar 2,306,88983
05/07/2020,England,Pillar 1,91,161743
05/07/2020,Northern Ireland,Pillar 1,2,4867
05/07/2020,Scotland,Pillar 1,2,15846
05/07/2020,Wales,Pillar 1,9,15809
05/07/2020,UK,Pillar 1,104,198265
05/07/2020,England,Pillar 2,448,85225
05/07/2020,Northern Ireland,Pillar 2,0,867
05/07/2020,Scotland,Pillar 2,0,2461
05/07/2020,Wales,Pillar 2,3,881
05/07/2020,UK,Pillar 2,451,89434
06/07/2020,England,Pillar 1,157,161900
06/07/2020,Northern Ireland,Pillar 1,6,4873
06/07/2020,Scotland,Pillar 1,6,15852
06/07/2020,Wales,Pillar 1,13,15822
06/07/2020,UK,Pillar 1,182,198447
06/07/2020,England,Pillar 2,495,85720
06/07/2020,Northern Ireland,Pillar 2,2,869
06/07/2020,Scotland,Pillar 2,2,2463
06/07/2020,Wales,Pillar 2,22,903
06/07/2020,UK,Pillar 2,521,89955
07/07/2020,England,Pillar 1,121,162021
07/07/2020,Northern Ireland,Pillar 1,4,4877
07/07/2020,Scotland,Pillar 1,1,15853
07/07/2020,Wales,Pillar 1,13,15835
07/07/2020,UK,Pillar 1,139,198586
07/07/2020,England,Pillar 2,436,86156
07/07/2020,Northern Ireland,Pillar 2,1,870
07/07/2020,Scotland,Pillar 2,10,2473
07/07/2020,Wales,Pillar 2,15,918
07/07/2020,UK,Pillar 2,462,90417
08/07/2020,England,Pillar 1,157,162178
08/07/2020,Northern Ireland,Pillar 1,7,4884
08/07/2020,Scotland,Pillar 1,1,15854
08/07/2020,Wales,Pillar 1,11,15846
08/07/2020,UK,Pillar 1,176,198762
08/07/2020,England,Pillar 2,514,86670
08/07/2020,Northern Ireland,Pillar 2,0,870
08/07/2020,Scotland,Pillar 2,10,2483
08/07/2020,Wales,Pillar 2,3,921
08/07/2020,UK,Pillar 2,527,90944
09/07/2020,England,Pillar 1,195,162373
09/07/2020,Northern Ireland,Pillar 1,1,4885
09/07/2020,Scotland,Pillar 1,0,15854
09/07/2020,Wales,Pillar 1,15,15861
09/07/2020,UK,Pillar 1,211,198973
09/07/2020,England,Pillar 2,488,87158
09/07/2020,Northern Ireland,Pillar 2,4,874
09/07/2020,Scotland,Pillar 2,7,2490
09/07/2020,Wales,Pillar 2,7,928
09/07/2020,UK,Pillar 2,506,91450
10/07/2020,England,Pillar 1,111,162484
10/07/2020,Northern Ireland,Pillar 1,1,4886
10/07/2020,Scotland,Pillar 1,0,15854
10/07/2020,Wales,Pillar 1,17,15878
10/07/2020,UK,Pillar 1,129,199102
10/07/2020,England,Pillar 2,409,87567
10/07/2020,Northern Ireland,Pillar 2,3,877
10/07/2020,Scotland,Pillar 2,12,2502
10/07/2020,Wales,Pillar 2,12,940
10/07/2020,UK,Pillar 2,436,91886
11/07/2020,England,Pillar 1,84,162568
11/07/2020,Northern Ireland,Pillar 1,1,4887
11/07/2020,Scotland,Pillar 1,5,15859
11/07/2020,Wales,Pillar 1,9,15887
11/07/2020,UK,Pillar 1,99,199201
11/07/2020,England,Pillar 2,337,87904
11/07/2020,Northern Ireland,Pillar 2,5,882
11/07/2020,Scotland,Pillar 2,4,2506
11/07/2020,Wales,Pillar 2,3,943
11/07/2020,UK,Pillar 2,349,92235
12/07/2020,England,Pillar 1,60,162628
12/07/2020,Northern Ireland,Pillar 1,0,4887
12/07/2020,Scotland,Pillar 1,1,15860
12/07/2020,Wales,Pillar 1,8,15895
12/07/2020,UK,Pillar 1,69,199270
12/07/2020,England,Pillar 2,291,88195
12/07/2020,Northern Ireland,Pillar 2,4,886
12/07/2020,Scotland,Pillar 2,1,2507
12/07/2020,Wales,Pillar 2,2,945
12/07/2020,UK,Pillar 2,298,92533
13/07/2020,England,Pillar 1,146,162774
13/07/2020,Northern Ireland,Pillar 1,0,4887
13/07/2020,Scotland,Pillar 1,6,15866
13/07/2020,Wales,Pillar 1,17,15912
13/07/2020,UK,Pillar 1,169,199439
13/07/2020,England,Pillar 2,545,88740
13/07/2020,Northern Ireland,Pillar 2,3,889
13/07/2020,Scotland,Pillar 2,11,2518
13/07/2020,Wales,Pillar 2,7,952
13/07/2020,UK,Pillar 2,566,93099
14/07/2020,England,Pillar 1,128,162902
14/07/2020,Northern Ireland,Pillar 1,0,4887
14/07/2020,Scotland,Pillar 1,1,15867
14/07/2020,Wales,Pillar 1,13,15925
14/07/2020,UK,Pillar 1,142,199581
14/07/2020,England,Pillar 2,523,89263
14/07/2020,Northern Ireland,Pillar 2,7,896
14/07/2020,Scotland,Pillar 2,9,2527
14/07/2020,Wales,Pillar 2,10,962
14/07/2020,UK,Pillar 2,549,93648
15/07/2020,England,Pillar 1,160,163062
15/07/2020,Northern Ireland,Pillar 1,0,4887
15/07/2020,Scotland,Pillar 1,1,15868
15/07/2020,Wales,Pillar 1,15,15940
15/07/2020,UK,Pillar 1,176,199757
15/07/2020,England,Pillar 2,562,89825
15/07/2020,Northern Ireland,Pillar 2,15,911
15/07/2020,Scotland,Pillar 2,15,2542
15/07/2020,Wales,Pillar 2,3,965
15/07/2020,UK,Pillar 2,595,94243
16/07/2020,England,Pillar 1,106,163168
16/07/2020,Northern Ireland,Pillar 1,3,4890
16/07/2020,Scotland,Pillar 1,1,15869
16/07/2020,Wales,Pillar 1,12,15952
16/07/2020,UK,Pillar 1,122,199879
16/07/2020,England,Pillar 2,532,90357
16/07/2020,Northern Ireland,Pillar 2,16,927
16/07/2020,Scotland,Pillar 2,20,2562
16/07/2020,Wales,Pillar 2,13,978
16/07/2020,UK,Pillar 2,581,94824
17/07/2020,England,Pillar 1,78,163246
17/07/2020,Northern Ireland,Pillar 1,1,4891
17/07/2020,Scotland,Pillar 1,3,15872
17/07/2020,Wales,Pillar 1,10,15962
17/07/2020,UK,Pillar 1,92,199971
17/07/2020,England,Pillar 2,469,90826
17/07/2020,Northern Ireland,Pillar 2,8,935
17/07/2020,Scotland,Pillar 2,5,2567
17/07/2020,Wales,Pillar 2,7,985
17/07/2020,UK,Pillar 2,489,95313
18/07/2020,England,Pillar 1,46,163292
18/07/2020,Northern Ireland,Pillar 1,1,4892
18/07/2020,Scotland,Pillar 1,2,15874
18/07/2020,Wales,Pillar 1,9,15971
18/07/2020,UK,Pillar 1,58,200029
18/07/2020,England,Pillar 2,421,91247
18/07/2020,Northern Ireland,Pillar 2,6,941
18/07/2020,Scotland,Pillar 2,11,2578
18/07/2020,Wales,Pillar 2,2,987
18/07/2020,UK,Pillar 2,440,95753
19/07/2020,England,Pillar 1,57,163349
19/07/2020,Northern Ireland,Pillar 1,2,4894
19/07/2020,Scotland,Pillar 1,3,15877
19/07/2020,Wales,Pillar 1,8,15979
19/07/2020,UK,Pillar 1,70,200099
19/07/2020,England,Pillar 2,357,91604
19/07/2020,Northern Ireland,Pillar 2,1,942
19/07/2020,Scotland,Pillar 2,14,2592
19/07/2020,Wales,Pillar 2,2,989
19/07/2020,UK,Pillar 2,374,96127
20/07/2020,England,Pillar 1,146,163495
20/07/2020,Northern Ireland,Pillar 1,2,4896
20/07/2020,Scotland,Pillar 1,0,15877
20/07/2020,Wales,Pillar 1,32,16011
20/07/2020,UK,Pillar 1,180,200279
20/07/2020,England,Pillar 2,608,92212
20/07/2020,Northern Ireland,Pillar 2,1,943
20/07/2020,Scotland,Pillar 2,13,2605
20/07/2020,Wales,Pillar 2,11,1000
20/07/2020,UK,Pillar 2,633,96760
21/07/2020,England,Pillar 1,102,163597
21/07/2020,Northern Ireland,Pillar 1,7,4903
21/07/2020,Scotland,Pillar 1,1,15878
21/07/2020,Wales,Pillar 1,32,16043
21/07/2020,UK,Pillar 1,142,200421
21/07/2020,England,Pillar 2,587,92799
21/07/2020,Northern Ireland,Pillar 2,5,948
21/07/2020,Scotland,Pillar 2,18,2623
21/07/2020,Wales,Pillar 2,29,1029
21/07/2020,UK,Pillar 2,639,97399
22/07/2020,England,Pillar 1,115,163712
22/07/2020,Northern Ireland,Pillar 1,4,4907
22/07/2020,Scotland,Pillar 1,2,15880
22/07/2020,Wales,Pillar 1,12,16055
22/07/2020,UK,Pillar 1,133,200554
22/07/2020,England,Pillar 2,629,93428
22/07/2020,Northern Ireland,Pillar 2,5,953
22/07/2020,Scotland,Pillar 2,14,2637
22/07/2020,Wales,Pillar 2,13,1042
22/07/2020,UK,Pillar 2,661,98060
23/07/2020,England,Pillar 1,129,163841
23/07/2020,Northern Ireland,Pillar 1,3,4910
23/07/2020,Scotland,Pillar 1,2,15882
23/07/2020,Wales,Pillar 1,16,16071
23/07/2020,UK,Pillar 1,150,200704
23/07/2020,England,Pillar 2,601,94029
23/07/2020,Northern Ireland,Pillar 2,9,962
23/07/2020,Scotland,Pillar 2,21,2658
23/07/2020,Wales,Pillar 2,15,1057
23/07/2020,UK,Pillar 2,646,98706
24/07/2020,England,Pillar 1,122,163963
24/07/2020,Northern Ireland,Pillar 1,4,4914
24/07/2020,Scotland,Pillar 1,1,15883
24/07/2020,Wales,Pillar 1,13,16084
24/07/2020,UK,Pillar 1,140,200844
24/07/2020,England,Pillar 2,582,94611
24/07/2020,Northern Ireland,Pillar 2,10,972
24/07/2020,Scotland,Pillar 2,10,2668
24/07/2020,Wales,Pillar 2,17,1074
24/07/2020,UK,Pillar 2,619,99325
25/07/2020,England,Pillar 1,56,164019
25/07/2020,Northern Ireland,Pillar 1,1,4915
25/07/2020,Scotland,Pillar 1,0,15883
25/07/2020,Wales,Pillar 1,14,16098
25/07/2020,UK,Pillar 1,71,200915
25/07/2020,England,Pillar 2,434,95045
25/07/2020,Northern Ireland,Pillar 2,4,976
25/07/2020,Scotland,Pillar 2,3,2671
25/07/2020,Wales,Pillar 2,10,1084
25/07/2020,UK,Pillar 2,451,99776
26/07/2020,England,Pillar 1,54,164073
26/07/2020,Northern Ireland,Pillar 1,0,4915
26/07/2020,Scotland,Pillar 1,1,15884
26/07/2020,Wales,Pillar 1,24,16122
26/07/2020,UK,Pillar 1,79,200994
26/07/2020,England,Pillar 2,460,95505
26/07/2020,Northern Ireland,Pillar 2,3,979
26/07/2020,Scotland,Pillar 2,7,2678
26/07/2020,Wales,Pillar 2,11,1095
26/07/2020,UK,Pillar 2,481,100257
27/07/2020,England,Pillar 1,96,164169
27/07/2020,Northern Ireland,Pillar 1,1,4916
27/07/2020,Scotland,Pillar 1,1,15885
27/07/2020,Wales,Pillar 1,13,16135
27/07/2020,UK,Pillar 1,111,201105
27/07/2020,England,Pillar 2,710,96215
27/07/2020,Northern Ireland,Pillar 2,11,990
27/07/2020,Scotland,Pillar 2,12,2690
27/07/2020,Wales,Pillar 2,10,1105
27/07/2020,UK,Pillar 2,743,101000
28/07/2020,England,Pillar 1,98,164267
28/07/2020,Northern Ireland,Pillar 1,2,4918
28/07/2020,Scotland,Pillar 1,1,15886
28/07/2020,Wales,Pillar 1,12,16147
28/07/2020,UK,Pillar 1,113,201218
28/07/2020,England,Pillar 2,673,96888
28/07/2020,Northern Ireland,Pillar 2,13,1003
28/07/2020,Scotland,Pillar 2,20,2710
28/07/2020,Wales,Pillar 2,15,1120
28/07/2020,UK,Pillar 2,721,101721
29/07/2020,England,Pillar 1,106,164373
29/07/2020,Northern Ireland,Pillar 1,1,4919
29/07/2020,Scotland,Pillar 1,4,15890
29/07/2020,Wales,Pillar 1,18,16165
29/07/2020,UK,Pillar 1,129,201347
29/07/2020,England,Pillar 2,845,97733
29/07/2020,Northern Ireland,Pillar 2,12,1015
29/07/2020,Scotland,Pillar 2,24,2734
29/07/2020,Wales,Pillar 2,9,1129
29/07/2020,UK,Pillar 2,890,102611
30/07/2020,England,Pillar 1,71,164444
30/07/2020,Northern Ireland,Pillar 1,4,4923
30/07/2020,Scotland,Pillar 1,1,15891
30/07/2020,Wales,Pillar 1,13,16178
30/07/2020,UK,Pillar 1,89,201436
30/07/2020,England,Pillar 2,727,98460
30/07/2020,Northern Ireland,Pillar 2,7,1022
30/07/2020,Scotland,Pillar 2,26,2760
30/07/2020,Wales,Pillar 2,16,1145
30/07/2020,UK,Pillar 2,776,103387
31/07/2020,England,Pillar 1,97,164541
31/07/2020,Northern Ireland,Pillar 1,1,4924
31/07/2020,Scotland,Pillar 1,0,15891
31/07/2020,Wales,Pillar 1,9,16187
31/07/2020,UK,Pillar 1,107,201543
31/07/2020,England,Pillar 2,438,98898
31/07/2020,Northern Ireland,Pillar 2,16,1038
31/07/2020,Scotland,Pillar 2,21,2781
31/07/2020,Wales,Pillar 2,7,1152
31/07/2020,UK,Pillar 2,482,103869
01/08/2020,England,Pillar 1,42,164583
01/08/2020,Northern Ireland,Pillar 1,2,4926
01/08/2020,Scotland,Pillar 1,4,15895
01/08/2020,Wales,Pillar 1,9,16196
01/08/2020,UK,Pillar 1,57,201600
01/08/2020,England,Pillar 2,385,99283
01/08/2020,Northern Ireland,Pillar 2,7,1045
01/08/2020,Scotland,Pillar 2,19,2800
01/08/2020,Wales,Pillar 2,5,1157
01/08/2020,UK,Pillar 2,416,104285
02/08/2020,England,Pillar 1,17,164600
02/08/2020,Northern Ireland,Pillar 1,1,4927
02/08/2020,Scotland,Pillar 1,0,15895
02/08/2020,Wales,Pillar 1,3,16199
02/08/2020,UK,Pillar 1,21,201621
02/08/2020,England,Pillar 2,300,99583
02/08/2020,Northern Ireland,Pillar 2,12,1057
02/08/2020,Scotland,Pillar 2,17,2817
02/08/2020,Wales,Pillar 2,4,1161
02/08/2020,UK,Pillar 2,333,104618
03/08/2020,England,Pillar 1,5,164605
03/08/2020,Northern Ireland,Pillar 1,3,4930
03/08/2020,Scotland,Pillar 1,3,15898
03/08/2020,Wales,Pillar 1,1,16200
03/08/2020,UK,Pillar 1,12,201633
03/08/2020,England,Pillar 2,31,99614
03/08/2020,Northern Ireland,Pillar 2,9,1066
03/08/2020,Scotland,Pillar 2,2,2819
03/08/2020,Wales,Pillar 2,0,1161
03/08/2020,UK,Pillar 2,42,104660
